Description,BDM ,Total,Jun-26,May-26,Apr-26,Mar-26,Feb-26,Jan-26,Dec-25,Nov-25,Oct-25,Sep-25,Aug-25,"Jul 2025 +Older",grouptype,groupuid
-WELLNESS INDIA - PUNE,BRIJESH (MIS),           18853.00,               0.00,           18853.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,2955330912
-XXXX AARNAV SURGICAL - TITWALA-XX,BRIJESH (MIS),           41903.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           41903.00,Detai,2955330912
-XXXX AMAR PHARMA-PUNE-XX              .,BRIJESH (MIS),           17300.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           17300.00,Detai,2955330912
-XXXX AMBICA DISTRIBUTOR-TURBHE-XX,BRIJESH (MIS),           10678.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           10678.00,Detai,2955330912
-XXXX AMBIKA PHARMA(OLD)- BHAYANDER,BRIJESH (MIS),           61013.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           61013.00,Detai,2955330912
-XXXX ANAND ENTERPRISES - BADLAPUR-XX,BRIJESH (MIS),            2056.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            2056.00,Detai,2955330912
-XXXX ANIRUDDH PHARMACEUTICALS-WATEGAON-XX,BRIJESH (MIS),           20246.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           20246.00,Detai,2955330912
-XXXX ANJANEY PHARMA-ISLAMPUR-XX,BRIJESH (MIS),            3032.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            3032.00,Detai,2955330912
-XXXX APEX PHARMA - BHIWANDI-XX,BRIJESH (MIS),          -12636.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,          -12636.00,Detai,2955330912
-XXXX ARHAM AGENCIES-SHRIRAMPUR-XX,BRIJESH (MIS),            2000.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            2000.00,Detai,2955330912
-XXXX ARIHANT (KUNAL)-PR STR-XX,BRIJESH (MIS),            2744.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            2744.00,Detai,2955330912
-XXXX ARYAN ENTERPRISES -PAWAI-XX,BRIJESH (MIS),            1969.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            1969.00,Detai,2955330912
-XXXX ASHAPURA MEDICAL - BHIWANDI-XX.,BRIJESH (MIS),           59718.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           59718.00,Detai,2955330912
-XXXX ASHIRWAD - SAHAD-XX,BRIJESH (MIS),           57222.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           57222.00,Detai,2955330912
-XXXX ASHISH MEDICAL - SANGLI-XX,BRIJESH (MIS),            7651.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            7651.00,Detai,2955330912
